component_id,frame_id,protein_index,protein_key,protein_name,total_nodes_associated,total_nodes_original,pep_orig_nodes,mhc_orig_nodes,frame_nodes_instances,frame_nodes_unique,node_coverage,duplication_ratio,duplication_rate,avg_multiplicity,unique_nodes_per_chain
1,2,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 3, ""AAAAACAAA"": 1}"
1,2,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 3, ""AAAAACAAA"": 1}"
1,2,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 3, ""AAAAACAAA"": 1}"
2,0,0,0,bst2_renamed,20,49,7,42,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,1,1,dse_renamed,20,48,6,42,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,2,2,erbb2_renamed,20,49,6,43,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,3,3,imp1_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,4,4,imp2_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,5,5,melana_renamed,20,49,6,43,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,6,6,mrp3_renamed,20,47,4,43,20,20,0.425531914893617,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,7,7,muc16ats_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,0,8,8,muc16tss_renamed,20,50,6,44,20,20,0.4,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,0,0,bst2_renamed,20,49,7,42,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,1,1,dse_renamed,20,48,6,42,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,2,2,erbb2_renamed,20,49,6,43,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,3,3,imp1_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,4,4,imp2_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,5,5,melana_renamed,20,49,6,43,20,20,0.40816326530612246,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,6,6,mrp3_renamed,20,47,4,43,20,20,0.425531914893617,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,7,7,muc16ats_renamed,20,48,5,43,20,20,0.4166666666666667,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
2,1,8,8,muc16tss_renamed,20,50,6,44,20,20,0.4,1.0,0.0,1.0,"{""AAAAAAAAA"": 20}"
3,0,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,0,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
3,1,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,0,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
4,1,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,0,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,0,0,bst2_renamed,4,49,7,42,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,1,1,dse_renamed,4,48,6,42,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,2,2,erbb2_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,3,3,imp1_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,4,4,imp2_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,5,5,melana_renamed,4,49,6,43,4,4,0.08163265306122448,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,6,6,mrp3_renamed,4,47,4,43,4,4,0.0851063829787234,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,7,7,muc16ats_renamed,4,48,5,43,4,4,0.08333333333333333,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
5,1,8,8,muc16tss_renamed,4,50,6,44,4,4,0.08,1.0,0.0,1.0,"{""AAAAAAAAA"": 4}"
